"Session","Index","Timestamp","Date","Time","O2 Saturation","Pulse Rate","Breaths / min","Pleth Variability","Perfusion Index"
"0","0","1680726340","Wednesday, April 5, 2023","3:25:40 PM Central Daylight Time","98","74",--,--,"3.3"
"0","1","1680726341","Wednesday, April 5, 2023","3:25:41 PM Central Daylight Time","98","74",--,--,"3.3"
"0","2","1680726342","Wednesday, April 5, 2023","3:25:42 PM Central Daylight Time","98","73",--,--,"3.6"
"0","3","1680726343","Wednesday, April 5, 2023","3:25:43 PM Central Daylight Time","98","71",--,--,"3.9"
"0","4","1680726344","Wednesday, April 5, 2023","3:25:44 PM Central Daylight Time","98","69",--,--,"4.0"
"0","5","1680726345","Wednesday, April 5, 2023","3:25:45 PM Central Daylight Time","98","68",--,--,"4.1"
"0","6","1680726346","Wednesday, April 5, 2023","3:25:46 PM Central Daylight Time","98","67",--,--,"4.1"
"0","7","1680726347","Wednesday, April 5, 2023","3:25:47 PM Central Daylight Time","98","67",--,--,"4.1"
"0","8","1680726348","Wednesday, April 5, 2023","3:25:48 PM Central Daylight Time","99","66",--,--,"4.0"
"0","9","1680726349","Wednesday, April 5, 2023","3:25:49 PM Central Daylight Time","99","66",--,--,"4.0"
"0","10","1680726350","Wednesday, April 5, 2023","3:25:50 PM Central Daylight Time","99","65",--,--,"4.0"
"0","11","1680726351","Wednesday, April 5, 2023","3:25:51 PM Central Daylight Time","99","65",--,--,"4.0"
"0","12","1680726352","Wednesday, April 5, 2023","3:25:52 PM Central Daylight Time","98","64",--,--,"4.1"
"0","13","1680726353","Wednesday, April 5, 2023","3:25:53 PM Central Daylight Time","98","63",--,--,"4.2"
"0","14","1680726354","Wednesday, April 5, 2023","3:25:54 PM Central Daylight Time","98","63",--,--,"4.2"
"0","15","1680726355","Wednesday, April 5, 2023","3:25:55 PM Central Daylight Time","98","62",--,"30","4.3"
"0","16","1680726356","Wednesday, April 5, 2023","3:25:56 PM Central Daylight Time","98","62",--,"30","4.2"
"0","17","1680726357","Wednesday, April 5, 2023","3:25:57 PM Central Daylight Time","98","62",--,"30","4.0"
"0","18","1680726358","Wednesday, April 5, 2023","3:25:58 PM Central Daylight Time","98","61","13","30","4.1"
"0","19","1680726359","Wednesday, April 5, 2023","3:25:59 PM Central Daylight Time","98","62","13","30","3.9"
"0","20","1680726360","Wednesday, April 5, 2023","3:26:00 PM Central Daylight Time","98","62","13","30","3.9"
"0","21","1680726361","Wednesday, April 5, 2023","3:26:01 PM Central Daylight Time","98","62","13","30","3.9"
"0","22","1680726362","Wednesday, April 5, 2023","3:26:02 PM Central Daylight Time","98","62","15","30","3.8"
"0","23","1680726363","Wednesday, April 5, 2023","3:26:03 PM Central Daylight Time","98","62","15","30","3.2"
"0","24","1680726364","Wednesday, April 5, 2023","3:26:04 PM Central Daylight Time","98","62","15","30","3.5"
"0","25","1680726365","Wednesday, April 5, 2023","3:26:05 PM Central Daylight Time","97","62","15","30","3.4"
"0","26","1680726366","Wednesday, April 5, 2023","3:26:06 PM Central Daylight Time","97","62","16","30","3.3"
"0","27","1680726367","Wednesday, April 5, 2023","3:26:07 PM Central Daylight Time","97","62","16","30","3.3"
"0","28","1680726368","Wednesday, April 5, 2023","3:26:08 PM Central Daylight Time","97","62","16","29","3.3"
"0","29","1680726369","Wednesday, April 5, 2023","3:26:09 PM Central Daylight Time","97","62","16","29","3.3"
"0","30","1680726370","Wednesday, April 5, 2023","3:26:10 PM Central Daylight Time","97","62","16","29","3.3"
"0","31","1680726371","Wednesday, April 5, 2023","3:26:11 PM Central Daylight Time","97","62","16","29","3.3"
"0","32","1680726372","Wednesday, April 5, 2023","3:26:12 PM Central Daylight Time","97","62","17","29","3.4"
"0","33","1680726373","Wednesday, April 5, 2023","3:26:13 PM Central Daylight Time","97","62","17","29","3.4"
"0","34","1680726374","Wednesday, April 5, 2023","3:26:14 PM Central Daylight Time","97","62","17","29","3.5"
"0","35","1680726375","Wednesday, April 5, 2023","3:26:15 PM Central Daylight Time","97","61","17","29","3.7"
"0","36","1680726376","Wednesday, April 5, 2023","3:26:16 PM Central Daylight Time","97","61","17","29","3.6"
"0","37","1680726377","Wednesday, April 5, 2023","3:26:17 PM Central Daylight Time","97","61","17","29","3.6"
"0","38","1680726378","Wednesday, April 5, 2023","3:26:18 PM Central Daylight Time","97","60","17","29","3.6"
"0","39","1680726379","Wednesday, April 5, 2023","3:26:19 PM Central Daylight Time","97","60","17","29","3.6"
"0","40","1680726380","Wednesday, April 5, 2023","3:26:20 PM Central Daylight Time","97","60","17","29","3.6"
"0","41","1680726381","Wednesday, April 5, 2023","3:26:21 PM Central Daylight Time","97","60","17","29","3.9"
"0","42","1680726382","Wednesday, April 5, 2023","3:26:22 PM Central Daylight Time","98","60","17","29","4.1"
"0","43","1680726383","Wednesday, April 5, 2023","3:26:23 PM Central Daylight Time","98","59","17","29","4.1"
"0","44","1680726384","Wednesday, April 5, 2023","3:26:24 PM Central Daylight Time","98","60","17","29","4.1"
