"Session","Index","Timestamp","Date","Time","O2 Saturation","Pulse Rate","Breaths / min","Pleth Variability","Perfusion Index"
"0","0","1679064925","Friday, March 17, 2023","9:55:25 AM Central Daylight Time","97","85",--,--,"0.80"
"0","1","1679064926","Friday, March 17, 2023","9:55:26 AM Central Daylight Time","97","85",--,--,"0.81"
"0","2","1679064927","Friday, March 17, 2023","9:55:27 AM Central Daylight Time","98","85",--,--,"0.81"
"0","3","1679064928","Friday, March 17, 2023","9:55:28 AM Central Daylight Time","99","86",--,--,"0.81"
"0","4","1679064929","Friday, March 17, 2023","9:55:29 AM Central Daylight Time","100","88",--,--,"0.80"
"0","5","1679064930","Friday, March 17, 2023","9:55:30 AM Central Daylight Time","100","88",--,--,"0.80"
"0","6","1679064931","Friday, March 17, 2023","9:55:31 AM Central Daylight Time","100","88",--,--,"0.80"
"0","7","1679064932","Friday, March 17, 2023","9:55:32 AM Central Daylight Time","100","88",--,--,"0.80"
"0","8","1679064933","Friday, March 17, 2023","9:55:33 AM Central Daylight Time","100","87",--,--,"0.80"
"0","9","1679064934","Friday, March 17, 2023","9:55:34 AM Central Daylight Time","100","86",--,--,"0.80"
"0","10","1679064935","Friday, March 17, 2023","9:55:35 AM Central Daylight Time","100","86",--,--,"0.80"
"0","11","1679064936","Friday, March 17, 2023","9:55:36 AM Central Daylight Time","100","86",--,--,"0.77"
"0","12","1679064937","Friday, March 17, 2023","9:55:37 AM Central Daylight Time","100","85",--,--,"0.75"
"0","13","1679064938","Friday, March 17, 2023","9:55:38 AM Central Daylight Time","99","86",--,--,"0.73"
"0","14","1679064939","Friday, March 17, 2023","9:55:39 AM Central Daylight Time","99","88","24",--,"0.72"
"0","15","1679064940","Friday, March 17, 2023","9:55:40 AM Central Daylight Time","99","89","24",--,"0.69"
"0","16","1679064941","Friday, March 17, 2023","9:55:41 AM Central Daylight Time","99","91","23",--,"0.67"
"0","17","1679064942","Friday, March 17, 2023","9:55:42 AM Central Daylight Time","99","91","23",--,"0.67"
"0","18","1679064943","Friday, March 17, 2023","9:55:43 AM Central Daylight Time","99","94","22",--,"0.65"
"0","19","1679064944","Friday, March 17, 2023","9:55:44 AM Central Daylight Time","98","95","22",--,"0.65"
"0","20","1679064945","Friday, March 17, 2023","9:55:45 AM Central Daylight Time","98","96","22",--,"0.71"
"0","21","1679064946","Friday, March 17, 2023","9:55:46 AM Central Daylight Time","98","96","22",--,"0.81"
"0","22","1679064947","Friday, March 17, 2023","9:55:47 AM Central Daylight Time","98","98","21",--,"0.92"
"0","23","1679064948","Friday, March 17, 2023","9:55:48 AM Central Daylight Time","98","97","21","34","1.0"
"0","24","1679064949","Friday, March 17, 2023","9:55:49 AM Central Daylight Time","98","97","21","34","1.0"
"0","25","1679064950","Friday, March 17, 2023","9:55:50 AM Central Daylight Time","99","97","21","34","1.1"
"0","26","1679064951","Friday, March 17, 2023","9:55:51 AM Central Daylight Time","99","96","21","34","1.2"
"0","27","1679064952","Friday, March 17, 2023","9:55:52 AM Central Daylight Time","99","95","21","34","1.2"
"0","28","1679064953","Friday, March 17, 2023","9:55:53 AM Central Daylight Time","99","95","21","34","1.2"
